capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
330750 1.056746075 0.971273724 0.971273724 0.085472351	0.971300588 0.999238380 1.001301942 0.997637988 1.001956810 0.998907762 0.998072364 0.982712655 0.974029015 0.974029015 0.974781623 0.974781623 0.972828554
176400 1.083942051 0.996513831 0.996513831 0.087428220	0.996538679 1.077744046 1.077980460 1.080046267 1.077950833 1.079682053 1.079994239 1.076441011 1.076337498 1.076337498 1.076956245 1.076956245 1.076858796
198450 1.083942051 0.996513831 0.996513831 0.087428220	0.996538679 1.077744046 1.077980460 1.080046267 1.077950833 1.079682053 1.079994239 1.076441011 1.076337498 1.076337498 1.076956245 1.076956245 1.076858796
220500 1.083942051 0.996513831 0.996513831 0.087428220	0.996538679 1.077692779 1.077980460 1.079808245 1.077950833 1.079246920 1.079530722 1.075001827 1.073977356 1.073977356 1.076427677 1.076427677 1.074525861
242550 1.083942051 0.996513831 0.996513831 0.087428220	0.996538679 1.074619030 1.076584327 1.073039426 1.076816076 1.075315168 1.073955467 1.061813845 1.059463269 1.059463269 1.069461065 1.069461065 1.057631097
264600 1.083942051 0.996513831 0.996513831 0.087428220	0.996538679 1.071426635 1.073865879 1.064586920 1.074029201 1.065391377 1.065030061 1.059112930 1.056202001 1.056202001 1.047601964 1.047601964 1.049012127
286650 1.083942051 0.996513831 0.996513831 0.087428220	0.996538679 1.071426635 1.073550223 1.064586920 1.073655026 1.065391377 1.065030061 1.058351002 1.054960740 1.054960740 1.046815182 1.046815182 1.048231716
308700 1.083942051 0.996513831 0.996513831 0.087428220	0.996538679 1.063842053 1.065242351 1.059332779 1.065150489 1.059346874 1.058855835 1.043351587 1.036617685 1.036617685 1.033819014 1.033819014 1.031326895
330750 1.083942051 0.996513831 0.996513831 0.087428220	0.996538679 1.023293548 1.024529550 1.020239892 1.025355163 1.019646087 1.019704040 1.005077855 0.998880596 0.998880596 0.999032304 0.999032304 0.999101823
176400 1.137991717 1.051484663 1.051484663 0.086507054	1.051511983 1.132996683 1.132373291 1.134628491 1.132326821 1.134379012 1.134333941 1.131420835 1.131394496 1.131394496 1.131543041 1.131543041 1.131226767
198450 1.137991717 1.051484663 1.051484663 0.086507054	1.051511983 1.132996683 1.132373291 1.134628491 1.132326821 1.134379012 1.134333941 1.131420835 1.131394496 1.131394496 1.131543041 1.131543041 1.131226767
220500 1.137991717 1.051484663 1.051484663 0.086507054	1.051511983 1.132378777 1.132235675 1.133900848 1.132189205 1.133932540 1.133870466 1.129823120 1.128418430 1.128418430 1.130491305 1.130491305 1.128316170
242550 1.137991717 1.051484663 1.051484663 0.086507054	1.051511983 1.130409130 1.131473617 1.128955287 1.131440052 1.129533617 1.127824034 1.118363716 1.115330221 1.115330221 1.126223361 1.126223361 1.114227206
264600 1.137991717 1.051484663 1.051484663 0.086507054	1.051511983 1.126160549 1.128703938 1.119841106 1.127852073 1.120983336 1.120337058 1.113610040 1.110087071 1.110087071 1.105086251 1.105086251 1.105107485
286650 1.137991717 1.051484663 1.051484663 0.086507054	1.051511983 1.126160549 1.128555911 1.119753112 1.127704046 1.120983336 1.120337058 1.113226848 1.108465670 1.108465670 1.103918380 1.103918380 1.103858058
308700 1.137991717 1.051484663 1.051484663 0.086507054	1.051511983 1.120080822 1.119392907 1.113306873 1.118595882 1.115477046 1.115013063 1.101301702 1.095039386 1.095039386 1.090612015 1.090612015 1.090291665
330750 1.137991717 1.051484663 1.051484663 0.086507054	1.051511983 1.083555111 1.086141731 1.083464796 1.085185384 1.078790762 1.078326420 1.061400657 1.055160979 1.055160979 1.057839036 1.057839036 1.055709532
176400 1.109652019 1.025796028 1.025796028 0.083855991	1.025819921 1.104466204 1.103661355 1.105923353 1.103718641 1.105935677 1.106110633 1.103217305 1.103152911 1.103152911 1.103424337 1.103424337 1.103035565
198450 1.109652019 1.025796028 1.025796028 0.083855991	1.025819921 1.104466204 1.103661355 1.105923353 1.103718641 1.105935677 1.106110633 1.103217305 1.103152911 1.103152911 1.103424337 1.103424337 1.103000147
220500 1.109652019 1.025796028 1.025796028 0.083855991	1.025819921 1.104411955 1.103661355 1.105253758 1.103718641 1.105506537 1.105533286 1.101402792 1.101288685 1.101288685 1.102841102 1.102841102 1.100618792
242550 1.109652019 1.025796028 1.025796028 0.083855991	1.025819921 1.102048899 1.103175885 1.100424629 1.103185360 1.100793005 1.101157138 1.089866600 1.086627211 1.086627211 1.097123607 1.097123607 1.083643770
264600 1.109652019 1.025796028 1.025796028 0.083855991	1.025819921 1.097693856 1.100924113 1.092868955 1.101029407 1.093304892 1.092556936 1.085535939 1.081920415 1.081920415 1.074275419 1.074275419 1.075477034
286650 1.109652019 1.025796028 1.025796028 0.083855991	1.025819921 1.097693856 1.100437257 1.092868955 1.100542551 1.093304892 1.092556936 1.084912748 1.080552279 1.080552279 1.072896562 1.072896562 1.074218587
308700 1.109652019 1.025796028 1.025796028 0.083855991	1.025819921 1.090429557 1.093218060 1.087755717 1.093701993 1.088646848 1.087556945 1.074430911 1.067086660 1.067086660 1.061166472 1.061166472 1.061218901
330750 1.109652019 1.025796028 1.025796028 0.083855991	1.025819921 1.052897178 1.055170251 1.052549468 1.055552856 1.053090630 1.052375406 1.033786248 1.028461095 1.028461095 1.029532525 1.029532525 1.027167634
176400 1.106260380 1.023763118 1.023763118 0.082497262	1.023783665 1.101036954 1.100220421 1.102690855 1.100174761 1.102296191 1.102339839 1.099812898 1.099777391 1.099777391 1.099796298 1.099796298 1.099624936
198450 1.106260380 1.023763118 1.023763118 0.082497262	1.023783665 1.101036954 1.100220421 1.102690855 1.100174761 1.102296191 1.102339839 1.099812898 1.099777391 1.099777391 1.099796298 1.099796298 1.099624936
220500 1.106260380 1.023763118 1.023763118 0.082497262	1.023783665 1.100944709 1.100127806 1.102523239 1.100082146 1.102143668 1.102011664 1.098584236 1.098593117 1.098593117 1.098658601 1.098658601 1.097697507
242550 1.106260380 1.023763118 1.023763118 0.082497262	1.023783665 1.097175828 1.099126786 1.097537970 1.099298929 1.097512459 1.096175965 1.086176517 1.085190878 1.085190878 1.095438131 1.095438131 1.081050825
264600 1.106260380 1.023763118 1.023763118 0.082497262	1.023783665 1.094789867 1.096920993 1.089074051 1.097083317 1.089302830 1.088774627 1.082536400 1.079136855 1.079136855 1.071983981 1.071983981 1.072071732
286650 1.106260380 1.023763118 1.023763118 0.082497262	1.023783665 1.094789867 1.096920993 1.089074051 1.097083317 1.089302830 1.088774627 1.082264641 1.078908994 1.078908994 1.071679861 1.071679861 1.071767612
308700 1.106260380 1.023763118 1.023763118 0.082497262	1.023783665 1.090168158 1.089574492 1.084291445 1.089879193 1.083724457 1.083343849 1.069800545 1.064227053 1.064227053 1.059548157 1.059548157 1.057696418
330750 1.106260380 1.023763118 1.023763118 0.082497262	1.023783665 1.050190135 1.053949947 1.046502976 1.054071276 1.047839143 1.046776651 1.032686397 1.026539173 1.026539173 1.027642455 1.027642455 1.025612315
176400 1.099116004 1.015282155 1.015282155 0.083833849	1.015309374 1.094080170 1.093731064 1.095957431 1.093651128 1.095802775 1.094649799 1.092640604 1.092612680 1.092612680 1.092979502 1.092979502 1.092487302
198450 1.099116004 1.015282155 1.015282155 0.083833849	1.015309374 1.094080170 1.093731064 1.095957431 1.093651128 1.095802775 1.094649799 1.092640604 1.092612680 1.092612680 1.092979502 1.092979502 1.092487302
220500 1.099116004 1.015282155 1.015282155 0.083833849	1.015309374 1.093463630 1.093731064 1.095754616 1.093651128 1.095576625 1.094532039 1.090405586 1.089968360 1.089968360 1.092401232 1.092401232 1.089545892
242550 1.099116004 1.015282155 1.015282155 0.083833849	1.015309374 1.090365895 1.092008951 1.089990242 1.092171092 1.091414875 1.090033065 1.077972340 1.076458949 1.076458949 1.086610502 1.086610502 1.074185931
264600 1.099116004 1.015282155 1.015282155 0.083833849	1.015309374 1.086828873 1.089558071 1.081276293 1.089814235 1.081934140 1.081066048 1.075574866 1.072225514 1.072225514 1.064697542 1.064697542 1.065019243
286650 1.099116004 1.015282155 1.015282155 0.083833849	1.015309374 1.086574244 1.088753772 1.080960485 1.088844307 1.081618332 1.080755608 1.073770243 1.069530992 1.069530992 1.062867757 1.062867757 1.062967879
308700 1.099116004 1.015282155 1.015282155 0.083833849	1.015309374 1.078864016 1.079897498 1.073570608 1.080340628 1.073120251 1.072438298 1.060715747 1.054274021 1.054274021 1.049983848 1.049983848 1.048466835
330750 1.099116004 1.015282155 1.015282155 0.083833849	1.015309374 1.041814423 1.044246257 1.040228309 1.044518960 1.039626273 1.039596819 1.023329604 1.019012203 1.019012203 1.017363050 1.017363050 1.016155010
176400 1.138516363 1.057875533 1.057875533 0.080640830	1.057901302 1.133160079 1.132488690 1.134750254 1.132481164 1.134275932 1.133453981 1.132210622 1.132122855 1.132122855 1.132305365 1.132305365 1.132052082
198450 1.138516363 1.057875533 1.057875533 0.080640830	1.057901302 1.133160079 1.132488690 1.134750254 1.132481164 1.134275932 1.133453981 1.132210622 1.132122855 1.132122855 1.132305365 1.132305365 1.132052082
220500 1.138516363 1.057875533 1.057875533 0.080640830	1.057901302 1.133160079 1.132488690 1.134750254 1.132404679 1.133837434 1.133263818 1.130354472 1.130456282 1.130456282 1.131960743 1.131960743 1.129863021
242550 1.138516363 1.057875533 1.057875533 0.080640830	1.057901302 1.131170949 1.132164692 1.129746515 1.132220629 1.129279068 1.128698492 1.118735186 1.116936335 1.116936335 1.126780128 1.126780128 1.113974732
264600 1.138516363 1.057875533 1.057875533 0.080640830	1.057901302 1.127622543 1.129998985 1.122448625 1.129967909 1.123183292 1.122634406 1.116828998 1.111944357 1.111944357 1.104670169 1.104670169 1.104671157
286650 1.138516363 1.057875533 1.057875533 0.080640830	1.057901302 1.127622543 1.129690304 1.122448625 1.129659228 1.123183292 1.122634406 1.115816790 1.111117762 1.111117762 1.103729117 1.103729117 1.103688958
308700 1.138516363 1.057875533 1.057875533 0.080640830	1.057901302 1.120341817 1.120680422 1.116667116 1.120895299 1.117948121 1.116880433 1.103340750 1.096179600 1.096179600 1.091577504 1.091577504 1.089455963
330750 1.138516363 1.057875533 1.057875533 0.080640830	1.057901302 1.084798193 1.087807715 1.083361946 1.087739238 1.084190372 1.083203789 1.066219938 1.060694298 1.060694298 1.060936964 1.060936964 1.058489792
176400 1.114209978 1.025847814 1.025847814 0.088362164	1.025875449 1.108101832 1.108432217 1.110763658 1.108363122 1.110862545 1.111235298 1.106625852 1.106383913 1.106383913 1.107659955 1.107659955 1.107286455
198450 1.114209978 1.025847814 1.025847814 0.088362164	1.025875449 1.108101832 1.108432217 1.110763658 1.108363122 1.110862545 1.111235298 1.106625852 1.106383913 1.106383913 1.107659955 1.107659955 1.107286455
220500 1.114209978 1.025847814 1.025847814 0.088362164	1.025875449 1.107750231 1.108148319 1.110720019 1.108079224 1.110584027 1.110958017 1.104654276 1.104288768 1.104288768 1.105723891 1.105723891 1.104405731
242550 1.114209978 1.025847814 1.025847814 0.088362164	1.025875449 1.105370592 1.106890159 1.105784273 1.106811230 1.103517471 1.103976815 1.092377802 1.088680763 1.088680763 1.100451725 1.100451725 1.088789511
264600 1.114209978 1.025847814 1.025847814 0.088362164	1.025875449 1.100976680 1.103622329 1.095295264 1.103833682 1.094059993 1.093736226 1.089033994 1.083686128 1.083686128 1.078350642 1.078350642 1.078559573
286650 1.114209978 1.025847814 1.025847814 0.088362164	1.025875449 1.100514165 1.103002225 1.095003934 1.103213578 1.093902910 1.093586348 1.087862311 1.082171126 1.082171126 1.076934861 1.076934861 1.076820368
308700 1.114209978 1.025847814 1.025847814 0.088362164	1.025875449 1.094115340 1.095051803 1.089626904 1.095099764 1.088604951 1.088188390 1.074406512 1.068303618 1.068303618 1.065463440 1.065463440 1.063069664
330750 1.114209978 1.025847814 1.025847814 0.088362164	1.025875449 1.056135605 1.058344252 1.054199206 1.059111700 1.055473220 1.054579133 1.035637797 1.029224533 1.029224533 1.031026014 1.031026014 1.027577048
176400 1.138064575 1.052994948 1.052994948 0.085069627	1.053020035 1.133002206 1.132142920 1.133608480 1.132115577 1.134030383 1.133967564 1.131145649 1.131196363 1.131196363 1.131287723 1.131287723 1.131202786
198450 1.138064575 1.052994948 1.052994948 0.085069627	1.053020035 1.133002206 1.132142920 1.133608480 1.132115577 1.134030383 1.133967564 1.131145649 1.131196363 1.131196363 1.131287723 1.131287723 1.131202786
220500 1.138064575 1.052994948 1.052994948 0.085069627	1.053020035 1.132838505 1.132142920 1.133015407 1.132090537 1.133999622 1.133860896 1.129748366 1.129166865 1.129166865 1.129490807 1.129490807 1.129566881
242550 1.138064575 1.052994948 1.052994948 0.085069627	1.053020035 1.130148084 1.130933329 1.128783502 1.131048876 1.129252079 1.129572410 1.118128188 1.115940222 1.115940222 1.127129791 1.127129791 1.115712195
264600 1.138064575 1.052994948 1.052994948 0.085069627	1.053020035 1.125645517 1.127962773 1.121141185 1.128104759 1.120648858 1.120369983 1.114129140 1.108771357 1.108771357 1.104318585 1.104318585 1.104386795
286650 1.138064575 1.052994948 1.052994948 0.085069627	1.053020035 1.125645517 1.127855553 1.121033965 1.127997539 1.120541638 1.120276577 1.113924332 1.108478465 1.108478465 1.103876310 1.103876310 1.103944520
308700 1.138064575 1.052994948 1.052994948 0.085069627	1.053020035 1.120151819 1.121085392 1.116900428 1.121345342 1.116018319 1.115542137 1.103317867 1.095962256 1.095962256 1.093249737 1.093249737 1.091122314
330750 1.138064575 1.052994948 1.052994948 0.085069627	1.053020035 1.084750495 1.085071755 1.082277322 1.084991819 1.080409768 1.080750046 1.063585798 1.056563476 1.056563476 1.057403167 1.057403167 1.055710690
176400 1.116351880 1.032987863 1.032987863 0.083364017	1.033013067 1.111828444 1.110891871 1.112463775 1.110853509 1.113099796 1.112924253 1.110181079 1.110175245 1.110175245 1.110378185 1.110378185 1.110167357
198450 1.116351880 1.032987863 1.032987863 0.083364017	1.033013067 1.111828444 1.110891871 1.112463775 1.110853509 1.113099796 1.112924253 1.110181079 1.110175245 1.110175245 1.110378185 1.110378185 1.110167357
220500 1.116351880 1.032987863 1.032987863 0.083364017	1.033013067 1.111690019 1.110663302 1.112368823 1.110624940 1.113099796 1.112924253 1.108571233 1.108879720 1.108879720 1.109200376 1.109200376 1.108175215
242550 1.116351880 1.032987863 1.032987863 0.083364017	1.033013067 1.109426943 1.109913574 1.107354773 1.110098383 1.109516835 1.107498105 1.097222685 1.094739032 1.094739032 1.105486157 1.105486157 1.093396108
264600 1.116351880 1.032987863 1.032987863 0.083364017	1.033013067 1.104769815 1.107300047 1.098519731 1.107459008 1.099575456 1.099337813 1.092954474 1.088962493 1.088962493 1.083046548 1.083046548 1.083175293
286650 1.116351880 1.032987863 1.032987863 0.083364017	1.033013067 1.104769815 1.107209220 1.098429587 1.107368181 1.099476875 1.099135086 1.092710131 1.087730801 1.087730801 1.082333288 1.082333288 1.082394523
308700 1.116351880 1.032987863 1.032987863 0.083364017	1.033013067 1.098357567 1.100681401 1.093745385 1.100809380 1.094403869 1.094323682 1.081989903 1.075442960 1.075442960 1.072377984 1.072377984 1.070219493
330750 1.116351880 1.032987863 1.032987863 0.083364017	1.033013067 1.063411125 1.064192732 1.059465587 1.064508039 1.059318789 1.059293122 1.043005538 1.035950368 1.035950368 1.038100799 1.038100799 1.035429077
176400 1.067600418 0.984936567 0.984936567 0.082663851	0.984960599 1.062292152 1.061849822 1.063642054 1.061829733 1.064008127 1.063551500 1.060730470 1.060792712 1.060792712 1.060876611 1.060876611 1.060961796
198450 1.067600418 0.984936567 0.984936567 0.082663851	0.984960599 1.062292152 1.061849822 1.063642054 1.061829733 1.064008127 1.063551500 1.060730470 1.060792712 1.060792712 1.060876611 1.060876611 1.060961796
220500 1.067600418 0.984936567 0.984936567 0.082663851	0.984960599 1.062148923 1.061782387 1.063043450 1.061762298 1.063628399 1.063233883 1.058914358 1.059111061 1.059111061 1.059367853 1.059367853 1.059629209
242550 1.067600418 0.984936567 0.984936567 0.082663851	0.984960599 1.059112745 1.060941181 1.058788180 1.061033456 1.059448266 1.058101172 1.047228405 1.045981568 1.045981568 1.056050685 1.056050685 1.043235383
264600 1.067600418 0.984936567 0.984936567 0.082663851	0.984960599 1.055617199 1.057650675 1.049504806 1.057780213 1.049315202 1.049309982 1.043000783 1.039294508 1.039294508 1.032625969 1.032625969 1.033793831
286650 1.067600418 0.984936567 0.984936567 0.082663851	0.984960599 1.055314096 1.057243825 1.049250999 1.057373363 1.049149904 1.049056175 1.041662113 1.038126421 1.038126421 1.031050910 1.031050910 1.032274422
308700 1.067600418 0.984936567 0.984936567 0.082663851	0.984960599 1.048774547 1.048951283 1.044013091 1.048941522 1.043907066 1.043620925 1.029873995 1.023512577 1.023512577 1.020094639 1.020094639 1.018410644
330750 1.067600418 0.984936567 0.984936567 0.082663851	0.984960599 1.013449333 1.015167386 1.011386033 1.015371699 1.012123555 1.011683386 0.996150403 0.988708051 0.988708051 0.989748337 0.989748337 0.987361943
176400 1.113409982 1.029555848 1.029555848 0.083854134	1.029581211 1.108716338 1.108205792 1.110193425 1.108112326 1.110186964 1.110018922 1.107306707 1.107199189 1.107199189 1.107528668 1.107528668 1.107168451
198450 1.113409982 1.029555848 1.029555848 0.083854134	1.029581211 1.108716338 1.108205792 1.110193425 1.108112326 1.110186964 1.110018922 1.107306707 1.107199189 1.107199189 1.107528668 1.107528668 1.107122551
220500 1.113409982 1.029555848 1.029555848 0.083854134	1.029581211 1.108368625 1.108133782 1.109861700 1.108040316 1.109765060 1.109660200 1.106102430 1.105970199 1.105970199 1.107025495 1.107025495 1.105205046
242550 1.113409982 1.029555848 1.029555848 0.083854134	1.029581211 1.105800738 1.107277126 1.103936600 1.107283770 1.103882645 1.104527318 1.092477509 1.092494384 1.092494384 1.102304852 1.102304852 1.088904706
264600 1.113409982 1.029555848 1.029555848 0.083854134	1.029581211 1.101623353 1.104312707 1.095488293 1.104620290 1.096234069 1.096227440 1.089679722 1.086883485 1.086883485 1.079388044 1.079388044 1.080352750
286650 1.113409982 1.029555848 1.029555848 0.083854134	1.029581211 1.101623353 1.104224378 1.095488293 1.104531961 1.096234069 1.096227440 1.089354844 1.086189039 1.086189039 1.079066778 1.079066778 1.079873220
308700 1.113409982 1.029555848 1.029555848 0.083854134	1.029581211 1.097457425 1.097143076 1.090702093 1.097450659 1.091381959 1.091274227 1.078068066 1.072588031 1.072588031 1.068018793 1.068018793 1.065544494
330750 1.113409982 1.029555848 1.029555848 0.083854134	1.029581211 1.058048175 1.060884656 1.058672594 1.061225354 1.058271302 1.057798061 1.040457942 1.034081471 1.034081471 1.033297527 1.033297527 1.030448524
176400 1.021024359 0.934312389 0.934312389 0.086711970	0.934340098 1.016052404 1.015585113 1.016930224 1.015488548 1.017633335 1.018071896 1.014637567 1.014579156 1.014579156 1.015021339 1.015021339 1.014506570
198450 1.021024359 0.934312389 0.934312389 0.086711970	0.934340098 1.016052404 1.015585113 1.016930224 1.015488548 1.017633335 1.018071896 1.014637567 1.014579156 1.014579156 1.015021339 1.015021339 1.014506570
220500 1.021024359 0.934312389 0.934312389 0.086711970	0.934340098 1.015998208 1.015482422 1.016644986 1.015308242 1.017277270 1.017887961 1.013593637 1.013709646 1.013709646 1.013444846 1.013444846 1.014213573
242550 1.021024359 0.934312389 0.934312389 0.086711970	0.934340098 1.013370114 1.014769159 1.010763011 1.014521988 1.010251022 1.011140054 1.000970312 0.999421917 0.999421917 1.005760749 1.005760749 0.997529015
264600 1.021024359 0.934312389 0.934312389 0.086711970	0.934340098 1.008062829 1.011932361 1.002808482 1.011660397 1.002219487 1.002661030 0.996763435 0.993931522 0.993931522 0.987557261 0.987557261 0.988867467
286650 1.021024359 0.934312389 0.934312389 0.086711970	0.934340098 1.008038870 1.011931340 1.002807461 1.011660397 1.002219487 1.002661030 0.996592089 0.993742423 0.993742423 0.987574151 0.987574151 0.987448189
308700 1.021024359 0.934312389 0.934312389 0.086711970	0.934340098 1.003795310 1.007028229 0.999330751 1.006538233 0.998138052 0.998909793 0.984404136 0.978996365 0.978996365 0.977048058 0.977048058 0.974290212
330750 1.021024359 0.934312389 0.934312389 0.086711970	0.934340098 0.968808979 0.968498597 0.970889889 0.967938633 0.969080989 0.970625375 0.952882631 0.942952025 0.942952025 0.945209536 0.945209536 0.943586913
176400 1.067234645 0.982079777 0.982079777 0.085154868	0.982104871 1.061169318 1.061148479 1.062922563 1.061153686 1.063172566 1.063040281 1.059836164 1.059812462 1.059812462 1.060728502 1.060728502 1.060529201
198450 1.067234645 0.982079777 0.982079777 0.085154868	0.982104871 1.061169318 1.061126137 1.062922563 1.061153686 1.063172566 1.063040281 1.059836164 1.059812462 1.059812462 1.060677084 1.060677084 1.060454419
220500 1.067234645 0.982079777 0.982079777 0.085154868	0.982104871 1.061047071 1.061050865 1.062599387 1.061131344 1.062972628 1.062845298 1.058873587 1.058855321 1.058855321 1.060223615 1.060223615 1.059609984
242550 1.067234645 0.982079777 0.982079777 0.085154868	0.982104871 1.058573729 1.060290679 1.058017061 1.060313840 1.057924859 1.057995048 1.047837134 1.044884239 1.044884239 1.056698573 1.056698573 1.044635717
264600 1.067234645 0.982079777 0.982079777 0.085154868	0.982104871 1.055109512 1.057695417 1.049424289 1.057795428 1.050738097 1.050642795 1.044318577 1.039385308 1.039385308 1.033577863 1.033577863 1.035377543
286650 1.067234645 0.982079777 0.982079777 0.085154868	0.982104871 1.055109512 1.057574363 1.049386255 1.057795428 1.050738097 1.050642795 1.043463577 1.038698636 1.038698636 1.032976190 1.032976190 1.034846440
308700 1.067234645 0.982079777 0.982079777 0.085154868	0.982104871 1.051099331 1.051688944 1.045685400 1.051348874 1.047603365 1.047845496 1.032977600 1.027164011 1.027164011 1.023233697 1.023233697 1.021372902
330750 1.067234645 0.982079777 0.982079777 0.085154868	0.982104871 1.020572382 1.021383807 1.020713344 1.021644491 1.020513324 1.020904405 1.000739154 0.992775848 0.992775848 0.994317442 0.994317442 0.991417364
176400 0.979014727 0.894215919 0.894215919 0.084798808	0.894242663 0.974055832 0.973407744 0.975479259 0.973343643 0.975811269 0.976079150 0.972494484 0.972559745 0.972559745 0.972583025 0.972583025 0.972280866
198450 0.979014727 0.894215919 0.894215919 0.084798808	0.894242663 0.974055832 0.973407744 0.975479259 0.973343643 0.975811269 0.976079150 0.972494484 0.972559745 0.972559745 0.972583025 0.972583025 0.972280866
220500 0.979014727 0.894215919 0.894215919 0.084798808	0.894242663 0.973984183 0.973180649 0.975222050 0.973295957 0.975546182 0.975793784 0.971773217 0.971338735 0.971338735 0.971969531 0.971969531 0.971334513
242550 0.979014727 0.894215919 0.894215919 0.084798808	0.894242663 0.971702168 0.971992068 0.968372605 0.972178261 0.968298196 0.968909939 0.960023276 0.955594411 0.955594411 0.967352774 0.967352774 0.954564645
264600 0.979014727 0.894215919 0.894215919 0.084798808	0.894242663 0.967131087 0.969912177 0.960532067 0.970013705 0.960166818 0.959822590 0.955174070 0.951720802 0.951720802 0.945686806 0.945686806 0.946553553
286650 0.979014727 0.894215919 0.894215919 0.084798808	0.894242663 0.967131087 0.969677003 0.960308629 0.970013705 0.960049612 0.959670801 0.954265999 0.950714431 0.950714431 0.944758891 0.944758891 0.945619042
308700 0.979014727 0.894215919 0.894215919 0.084798808	0.894242663 0.962606982 0.963163990 0.956369628 0.963161983 0.956377458 0.955670541 0.942870082 0.935575879 0.935575879 0.933031833 0.933031833 0.932369249
330750 0.979014727 0.894215919 0.894215919 0.084798808	0.894242663 0.926634353 0.929194203 0.926943176 0.929560354 0.926852092 0.926305208 0.910298463 0.900591177 0.900591177 0.903441211 0.903441211 0.899589740
176400 1.038963278 0.961441166 0.961441166 0.077522112	0.961465589 1.033962223 1.033222193 1.034621586 1.033253157 1.035639144 1.035411048 1.033003783 1.032972859 1.032972859 1.032862734 1.032862734 1.032767577
198450 1.038963278 0.961441166 0.961441166 0.077522112	0.961465589 1.033962223 1.033222193 1.034621586 1.033253157 1.035639144 1.035411048 1.033003783 1.032972859 1.032972859 1.032862734 1.032862734 1.032767577
220500 1.038963278 0.961441166 0.961441166 0.077522112	0.961465589 1.033895991 1.033033192 1.033883008 1.033253157 1.034714988 1.034857701 1.031432975 1.031317359 1.031317359 1.032092907 1.032092907 1.031041012
242550 1.038963278 0.961441166 0.961441166 0.077522112	0.961465589 1.031817099 1.032539885 1.029445672 1.032456530 1.029023458 1.028900644 1.019222015 1.019482462 1.019482462 1.029101020 1.029101020 1.017895203
264600 1.038963278 0.961441166 0.961441166 0.077522112	0.961465589 1.028983967 1.030248792 1.022894628 1.030242142 1.022290212 1.021802717 1.017673824 1.013886490 1.013886490 1.008355171 1.008355171 1.009648753
286650 1.038963278 0.961441166 0.961441166 0.077522112	0.961465589 1.028983967 1.030161006 1.022632361 1.030182655 1.022268568 1.021802717 1.016623330 1.013498358 1.013498358 1.008040727 1.008040727 1.009021791
308700 1.038963278 0.961441166 0.961441166 0.077522112	0.961465589 1.024183983 1.024626529 1.018771093 1.024394869 1.019036463 1.018394937 1.006664636 1.001550304 1.001550304 0.998218656 0.998218656 0.998566380
330750 1.038963278 0.961441166 0.961441166 0.077522112	0.961465589 0.995678669 0.996246210 0.998185701 0.996047448 0.996306629 0.995536409 0.978384152 0.969039771 0.969039771 0.971811385 0.971811385 0.969391087
176400 1.034672677 0.950027515 0.950027515 0.084645162	0.950054540 1.028973436 1.028638041 1.030460278 1.028587077 1.030878924 1.030912418 1.027613532 1.027693938 1.027693938 1.028120040 1.028120040 1.027812967
198450 1.034672677 0.950027515 0.950027515 0.084645162	0.950054540 1.028973436 1.028638041 1.030460278 1.028587077 1.030878924 1.030912418 1.027613532 1.027693938 1.027693938 1.028120040 1.028120040 1.027812967
220500 1.034672677 0.950027515 0.950027515 0.084645162	0.950054540 1.028973436 1.028561993 1.030198900 1.028484784 1.030344302 1.030614458 1.026103356 1.026814004 1.026814004 1.025643826 1.025643826 1.026010325
242550 1.034672677 0.950027515 0.950027515 0.084645162	0.950054540 1.026397998 1.027729515 1.024143945 1.027727415 1.023213924 1.023161921 1.014596824 1.012724599 1.012724599 1.023377888 1.023377888 1.010919520
264600 1.034672677 0.950027515 0.950027515 0.084645162	0.950054540 1.022309660 1.025189841 1.015934752 1.025250235 1.017157057 1.016615341 1.008714180 1.006030816 1.006030816 1.000280291 1.000280291 1.001488124
286650 1.034672677 0.950027515 0.950027515 0.084645162	0.950054540 1.022309660 1.024966278 1.015754030 1.025095728 1.017043333 1.016517032 1.008179920 1.005094402 1.005094402 0.999696495 0.999696495 1.000427061
308700 1.034672677 0.950027515 0.950027515 0.084645162	0.950054540 1.015250121 1.018170086 1.011951398 1.018307456 1.013487867 1.012935716 0.997344825 0.991518510 0.991518510 0.986990594 0.986990594 0.988007967
330750 1.034672677 0.950027515 0.950027515 0.084645162	0.950054540 0.989343936 0.990927045 0.989043914 0.990675933 0.989146017 0.988121359 0.968076766 0.957586911 0.957586911 0.962185995 0.962185995 0.957998654
176400 0.958602186 0.878958950 0.878958950 0.079643236	0.878986411 0.952837800 0.952966390 0.953625938 0.952912275 0.954514383 0.954477333 0.951052742 0.951233524 0.951233524 0.951651564 0.951651564 0.951546941
198450 0.958602186 0.878958950 0.878958950 0.079643236	0.878986411 0.952837800 0.952966390 0.953625938 0.952912275 0.954514383 0.954477333 0.951052742 0.951233524 0.951233524 0.951651564 0.951651564 0.951546941
220500 0.958602186 0.878958950 0.878958950 0.079643236	0.878986411 0.952837800 0.952806685 0.953114554 0.952912275 0.954179889 0.954168373 0.950310043 0.949706193 0.949706193 0.951056205 0.951056205 0.949284256
