capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
2754066432 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 1051.580119978 1047.230536836 989.532879167 1004.861616501 1048.580965036 1031.666599736 986.904530992 1051.874469306 1051.874469306 1011.289502730 1011.289502730 1007.282011808
2983571968 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 1050.460769177 1047.230536836 982.893006186 1004.861616501 1041.941092055 1031.666599736 987.100309359 1038.980469648 1038.980469648 1004.892337524 1004.892337524 1007.415912862
3213077504 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 939.799441415 1033.232542063 976.361127139 1004.861616501 1041.941092055 1024.611225739 898.816966727 1038.980469648 1038.980469648 987.732644245 987.732644245 987.760626459
3442583040 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 939.091214931 1005.681358137 969.418506363 997.806242504 1034.998471279 1024.611225739 929.822710867 998.752402768 998.752402768 951.818726296 951.818726296 951.846708510
3672088576 1415.168237249 715.897526450 699.270710799 715.897526450	733.070120635 939.091214931 871.943613997 894.216209935 928.559776780 898.971438022 905.886868220 811.130382125 871.548752714 871.548752714 871.868731427 871.868731427 877.167145204
1836044288 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 1107.975925379 1124.960566534 1127.702219165 1093.672664963 1078.310206995 1081.175244945 1052.492556573 1092.431745438 1092.431745438 1060.518788356 1060.518788356 1094.523900759
2065549824 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 1088.212148412 1119.805387767 1124.420276380 1093.672651227 1078.310206995 1057.305662037 1050.311475103 1086.132393429 1086.132393429 1065.677030622 1065.677030622 1086.876547719
2295055360 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 1054.677250292 1119.805387767 1093.820968603 1093.672651227 1078.310206995 1057.305662037 1048.084329517 1082.821022291 1082.821022291 1007.354784691 1007.354784691 1007.377149732
2524560896 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 1046.886732606 1106.715662371 1093.820968603 1083.014046655 1062.895350521 1051.029729140 1044.143621301 1082.821022291 1082.821022291 1004.733922660 1004.733922660 1006.961167538
2754066432 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 994.169206322 995.254541623 971.529809387 1042.831704308 1040.598434920 999.049989663 939.944190358 963.924809883 963.924809883 905.627820879 905.627820879 905.110495427
2983571968 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 994.169206322 995.254541623 971.529809387 1037.956171349 1040.598434920 999.049989663 929.164394664 963.924809883 963.924809883 905.854793436 905.854793436 904.924351554
3213077504 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 993.863938071 994.974895815 967.228869218 1037.956171349 1040.598434920 991.259471977 924.756167608 921.483787786 921.483787786 906.005749275 906.005749275 905.059593049
3442583040 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 970.593686568 988.903357424 939.823063164 1031.604987150 1040.598434920 982.960788000 922.026099721 942.549733249 942.549733249 849.562986665 849.562986665 905.230981370
3672088576 1174.186840047 597.650949224 597.650949224 576.535890823	597.666091419 944.728628218 701.610253950 761.738848821 744.251823982 743.518752887 715.849707745 682.470040586 706.588076630 706.588076630 661.527767997 661.527767997 686.664785778
1836044288 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 686.348654141 659.116928649 671.081313759 644.599605982 654.677957726 660.015040746 630.107149552 680.130026903 680.130026903 655.692911790 655.692911790 655.692911790
2065549824 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 681.016762489 659.116928649 671.081313759 618.476966593 654.677957726 660.015011718 621.476793010 680.130026903 680.130026903 646.335447106 646.335447106 646.335447106
2295055360 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 680.477363319 649.759463965 671.081313759 618.476966593 654.677957726 660.015011718 621.648788937 670.772562219 670.772562219 646.335447106 646.335447106 646.335447106
2524560896 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 680.477363319 649.759463965 657.808865432 618.476966593 654.677957726 646.533155407 614.785888174 670.772562219 670.772562219 629.567967667 629.567967667 646.335447106
2754066432 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 636.722335610 595.735478693 603.784880160 618.022307358 600.653972454 616.603671119 528.081103353 616.748576947 616.748576947 606.383627071 606.383627071 606.593035055
2983571968 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 580.774674283 595.735478693 603.784880160 604.749859031 600.653972454 616.603671119 539.231710985 603.266720636 603.266720636 606.383627071 606.383627071 606.593035055
3213077504 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 523.410887584 569.612851385 603.784880160 604.749859031 600.653972454 603.331222792 530.773350370 603.266720636 603.266720636 606.383627071 606.383627071 606.593035055
3442583040 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 510.138439257 569.612851385 590.303023849 604.749859031 600.653972454 603.331222792 489.126945493 603.266720636 603.266720636 606.383627071 606.383627071 606.593035055
3672088576 692.240428851 362.607472994 329.632955857 362.607472994	362.992883424 510.138439257 393.283480283 413.973652747 422.305935774 424.324601352 424.213126894 430.630666737 426.937349534 426.937349534 421.779708319 421.779708319 434.086832973
1836044288 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 1004.075820984 1035.732781045 1003.130427152 966.521525201 1023.119761352 992.182095322 967.384871467 974.291212885 974.291212885 942.446916068 942.446916068 959.598246873
2065549824 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 968.798997487 1035.732781045 991.218732218 966.521512891 1023.119761352 985.705195361 953.241356027 962.677995540 962.677995540 946.504451126 946.504451126 967.446476768
2295055360 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 958.823171428 1035.732781045 991.218732218 966.521512891 1023.119761352 985.705195361 953.241356027 962.677995540 962.677995540 877.376273651 877.376273651 900.881977626
2524560896 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 933.214102544 1017.250083431 965.806414744 942.532190341 1015.642784333 973.329090156 909.495048301 937.265678066 937.265678066 890.456023843 890.456023843 903.893787350
2754066432 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 846.824433454 861.704656388 878.548005172 916.772867744 903.499116806 864.007487836 772.758109399 909.256165405 909.256165405 820.779196726 820.779196726 822.912967304
2983571968 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 839.286759980 861.704656388 878.548005172 916.772867744 903.499116806 864.007487836 772.758109399 909.256165405 909.256165405 811.143831861 811.143831861 822.912967304
3213077504 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 830.389693245 861.704656388 878.548005172 898.218364154 903.499116806 851.818341622 801.330720427 909.256165405 909.256165405 824.341627687 824.341627687 847.059949188
3442583040 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 801.052211824 849.821221308 859.616311210 898.218364154 903.499116806 851.818341622 800.983715304 909.256165405 909.256165405 798.818180457 798.818180457 801.810138516
3672088576 1210.646643064 635.561091438 575.085551626 635.561091438	652.580516831 788.824469494 788.643619253 798.438709155 820.568997298 842.321514751 787.966273613 800.983715304 798.438709155 798.438709155 754.756884166 754.756884166 776.915628836
1836044288 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 655.452459602 623.447666265 561.994815236 604.150535845 623.526243079 625.961160497 567.431586517 612.609584376 612.609584376 597.556650648 597.556650648 600.014168614
2065549824 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 655.452021870 623.447666265 557.724668200 604.150523679 611.134129881 596.772517738 582.698113822 595.064671491 595.064671491 591.228567881 591.228567881 591.231373181
2295055360 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 655.299757060 623.447666265 552.481270212 604.150523679 611.134129881 596.772517738 570.134332102 590.916710215 590.916710215 581.536882401 581.536882401 585.929232743
2524560896 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 655.299757060 623.447666265 549.045507983 597.473030265 591.811249419 582.222532073 557.144832943 549.042217792 549.042217792 578.388840296 578.388840296 572.961975418
2754066432 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 577.528020443 532.830814843 547.784290584 548.314277509 520.889413675 548.314277509 491.133886165 526.622800895 526.622800895 548.544991061 548.544991061 572.808440283
2983571968 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 577.528020443 532.830814843 547.784290584 548.314277509 514.332256496 548.314277509 491.133886165 547.781439321 547.781439321 548.544991061 548.544991061 572.808440283
3213077504 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 519.811462034 502.831737174 488.933033642 548.314277509 514.332256496 548.314277509 491.133886165 488.929743451 488.929743451 519.971311689 519.971311689 572.651842553
3442583040 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 469.239502944 480.222349899 488.933033642 548.314277509 497.793388827 548.314277509 491.133886165 511.132878260 511.132878260 519.971311689 519.971311689 572.651842553
3672088576 751.845050178 389.793207800 362.051842378 389.793207800	390.349808636 469.239502944 418.838569449 427.994670026 486.930497059 436.855025211 486.930497059 423.435622828 450.194514644 450.194514644 455.744887303 455.744887303 458.377907785
1836044288 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 975.172383508 964.891862897 941.295368239 893.834388198 937.523262126 931.478767617 868.162708251 862.548835333 862.548835333 927.533547721 927.533547721 886.102116247
2065549824 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 926.483627060 941.270326764 941.295368239 867.984469139 937.523262126 923.268055801 858.110987058 862.548835333 862.548835333 888.494829547 888.494829547 857.049970720
2295055360 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 926.483627060 941.270326764 891.836589634 867.984469139 937.523262126 923.268055801 858.110987058 862.548835333 862.548835333 888.494829547 888.494829547 856.172251443
2524560896 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 922.673672724 941.270326764 891.836589634 862.372108868 936.114528864 901.313276868 858.110987058 849.645842605 849.645842605 887.610827455 887.610827455 855.058923392
2754066432 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 799.206971707 793.753088014 785.144578395 832.822021135 820.171496954 803.137197235 724.584648303 820.838737982 820.838737982 845.030980084 845.030980084 845.030980084
2983571968 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 799.206971707 793.753088014 785.144578395 832.822021135 820.171496954 803.137197235 724.584648303 820.838737982 820.838737982 845.030980084 845.030980084 845.030980084
3213077504 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 785.485593004 790.474034426 785.144578395 832.822021135 820.171496954 803.137197235 752.827709081 820.838737982 820.838737982 779.939519189 779.939519189 816.223875461
3442583040 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 713.218971976 787.165936825 774.528038206 832.822021135 820.171496954 803.137197235 711.640731209 820.838737982 820.838737982 770.790894962 770.790894962 816.223875461
3672088576 1105.065465038 595.780240722 509.285224316 595.780240722	608.885637401 624.248993998 668.349066821 714.996322280 698.172500810 701.354626950 698.236703614 652.109015283 656.588887479 656.588887479 651.974024958 651.974024958 651.974024958
1836044288 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 703.902034283 676.053077547 644.563193358 660.119508136 671.734611226 626.254403555 583.158476087 642.955147843 642.955147843 603.708052961 603.708052961 654.012170280
2065549824 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 703.902034283 661.963888340 644.563193358 646.402743024 641.834797609 609.845672877 579.844705119 638.082878252 638.082878252 589.390696608 589.390696608 639.694813927
2295055360 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 688.188594263 627.526280711 643.600454455 646.402743024 641.834797609 609.845672877 579.844705119 637.120139349 637.120139349 577.862764231 577.862764231 571.053584847
2524560896 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 688.188594263 627.526280711 636.934046088 635.278045465 637.776665596 603.385537663 579.844705119 623.403386143 623.403386143 580.407629410 580.407629410 574.173496348
2754066432 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 555.528443550 574.555504792 636.934046088 563.910469807 600.971595978 573.252126236 531.911493735 600.840425225 600.840425225 573.413027977 573.413027977 574.173496348
2983571968 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 555.528443550 574.555504792 623.217292882 563.910469807 600.971595978 567.980505392 531.911493735 607.237679842 607.237679842 572.812042135 572.812042135 574.000556505
3213077504 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 539.362737249 574.555504792 582.261804214 563.910469807 600.971595978 566.109522679 526.501915662 582.261804214 582.261804214 569.619755248 569.619755248 574.000556505
3442583040 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 522.751143549 567.889096425 582.261804214 558.852106955 600.971595978 566.109522679 516.504752048 582.261804214 582.261804214 583.706127592 583.706127592 574.000556505
3672088576 714.047698799 376.244177144 337.803521655 376.244177144	380.535148101 485.688899117 420.836709686 428.766131135 471.113486042 453.919209239 441.565832148 420.270818268 428.780893144 428.780893144 442.196170935 442.196170935 442.196170935
1836044288 1443.377515226 782.388963035 782.388963035 660.988552191	782.390583066 1347.819590111 1228.555970270 1278.204951917 1196.028221582 1261.671981082 1247.852368869 1183.615903308 1212.798776763 1212.798776763 1195.735121250 1195.735121250 1225.110605726
