capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
2295055360 266.777587594 196.479791155 196.479791155 70.297796439	196.479803181 258.355607697 222.573339700 258.054563242 258.023887268 258.054563242 222.573459902 258.054563242 258.054563242 258.054563242 221.008261573 221.008261573 222.232151609
2524560896 266.777587594 196.479791155 196.479791155 70.297796439	196.479803181 258.355607697 222.573339700 258.054563242 222.542651700 258.054563242 222.573459902 258.054563242 258.054563242 258.054563242 219.201303760 219.201303760 220.650460759
2754066432 266.777587594 196.479791155 196.479791155 70.297796439	196.479803181 251.798705465 196.479803181 258.054563242 196.479803181 258.054563242 196.479923383 258.054563242 258.054563242 258.054563242 196.479803181 196.479803181 196.479803181
2983571968 266.777587594 196.479791155 196.479791155 70.297796439	196.479803181 251.798705465 196.479803181 258.054563242 196.479803181 258.054563242 196.479923383 258.054563242 258.054563242 258.054563242 196.479803181 196.479803181 196.479803181
3213077504 266.777587594 196.479791155 196.479791155 70.297796439	196.479803181 251.798705465 196.479803181 258.054563242 196.479803181 258.054563242 196.479923383 258.054563242 258.054563242 258.054563242 196.479803181 196.479803181 196.479803181
3442583040 266.777587594 196.479791155 196.479791155 70.297796439	196.479803181 251.798705465 196.479803181 258.054563242 196.479803181 258.054563242 196.479923383 258.054563242 258.054563242 258.054563242 196.479803181 196.479803181 196.479803181
3672088576 266.777587594 196.479791155 196.479791155 70.297796439	196.479803181 251.798705465 196.479803181 258.054563242 196.479803181 258.054563242 196.479923383 258.054563242 258.054563242 258.054563242 196.479803181 196.479803181 196.479803181
1836044288 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 640.320236966 579.304441786 610.368871470 579.106533691 580.253412736 609.821919796 549.725498743 569.995985346 569.995985346 549.725498743 549.725498743 576.505342802
2065549824 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 640.320236966 579.304441786 610.368871470 579.106522207 580.253412736 586.819602535 549.725498743 549.725498743 549.725498743 549.725498743 549.725498743 550.576802409
2295055360 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 607.692047253 579.304441786 546.195831546 579.106522207 579.371857956 525.952081886 522.877226174 521.426698221 521.426698221 516.482583137 516.482583137 479.390066485
2524560896 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 607.692047253 579.304441786 546.195831546 548.960832341 579.371857956 518.808568710 522.877226174 529.043876340 529.043876340 516.482583137 516.482583137 478.538762819
2754066432 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 575.568386602 546.941947657 508.093121041 517.855783540 543.811480501 486.446074581 453.635313791 506.989464589 506.989464589 451.992678204 451.992678204 451.992678204
2983571968 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 575.568386602 546.941947657 508.093121041 517.855783540 543.811480501 486.446074581 453.635313791 506.989464589 506.989464589 451.992678204 451.992678204 451.992678204
3213077504 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 487.198906449 546.941947657 508.093121041 517.855783540 517.186377277 486.446074581 499.308747445 481.060924196 481.060924196 398.646892069 398.646892069 448.294079558
3442583040 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 487.198906449 517.401577481 495.439812557 517.473559413 487.915908612 486.063850454 499.308747445 494.336156105 494.336156105 394.948293423 394.948293423 421.800362871
3672088576 643.582971445 366.402968986 366.402968986 277.180002459	366.519857364 487.198906449 395.606021481 434.572291908 395.678003413 427.048387963 425.418431477 427.524501807 434.572291908 434.572291908 394.641982915 394.641982915 421.729491036
1836044288 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 990.595670742 993.846385721 1030.154352376 973.791125583 966.788076158 962.551086651 895.793490786 964.221587994 964.221587994 935.210427763 935.210427763 1005.297411168
2065549824 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 946.884523881 993.846385721 1029.969825519 973.791113742 952.310608971 915.007348021 904.912074551 996.176903100 996.176903100 866.256800485 866.256800485 919.970415460
2295055360 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 938.874407342 993.846385721 1022.796684688 973.791113742 949.010557648 914.116875222 932.371541741 971.770686956 971.770686956 837.350508312 837.350508312 853.955692569
2524560896 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 905.866823508 982.341412797 1022.796684688 914.687029988 940.322923564 913.727789157 896.253460292 967.722836291 967.722836291 827.888094327 827.888094327 836.868377953
2754066432 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 839.740515677 865.300988620 926.960109587 872.865482430 879.671316616 823.853175221 793.019574027 930.214798892 930.214798892 769.793187986 769.793187986 799.927995135
2983571968 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 834.273774324 865.300988620 926.960109587 872.865482430 879.671316616 822.522114808 792.408623507 927.197233917 927.197233917 756.432936551 756.432936551 791.584522151
3213077504 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 823.463371626 865.300988620 920.426506692 846.685634450 875.019409183 821.764752583 787.641795079 926.021632558 926.021632558 751.991817759 751.991817759 777.811610135
3442583040 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 823.463371626 865.300988620 900.005829910 826.023031243 869.414354390 821.764752583 793.442214346 856.392943514 856.392943514 731.640686934 731.640686934 783.455995398
3672088576 1229.997575743 725.624254388 725.624254388 504.373321355	725.629959237 823.463371626 804.685754487 839.390595777 769.629277711 786.270925033 764.981912986 793.082426748 818.393320817 818.393320817 725.761962299 725.761962299 748.388735358
1836044288 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
2065549824 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
2295055360 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
2524560896 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
2754066432 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
2983571968 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
3213077504 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
3442583040 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
3672088576 51.614185238 49.747468539 49.747468539 1.866716699	49.747481956 50.792887167 49.747481956 50.792887167 49.747483123 50.792887167 49.901592756 50.792887167 50.792887167 50.792887167 49.747481956 49.747481956 49.747481956
1836044288 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 1037.328707871 1094.814887924 1066.156162606 1063.556869667 1065.576989189 1046.011126621 1034.618836727 1042.412390439 1042.412390439 1034.120634778 1034.120634778 1043.238876143
2065549824 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 1032.860526146 1094.814873838 1060.970857828 1063.556854372 1065.521256345 1034.156577303 1032.188938436 1029.745466767 1029.745466767 1030.833291048 1030.833291048 1033.300423638
2295055360 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 939.107672083 1003.797884894 949.352097543 1014.988393229 954.139085151 923.545724221 868.759780161 906.791832238 906.791832238 822.173241346 822.173241346 776.323188112
2524560896 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 939.107672083 1003.797884894 942.800704725 985.587207299 954.139085151 922.675168851 868.759780161 911.652233702 911.652233702 812.681386981 812.681386981 776.323188112
2754066432 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 913.516504996 941.724675359 929.736645206 959.165120978 953.211686245 893.273982921 862.208387343 919.816601144 919.816601144 780.329190530 780.329190530 782.906848017
2983571968 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 913.516504996 935.164440938 929.736645206 959.165120978 953.211686245 893.273982921 860.799946471 917.903759516 917.903759516 790.064400582 790.064400582 790.599781477
3213077504 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 913.516504996 935.164440938 917.243201144 958.202307737 924.000924228 893.273982921 860.799946471 911.352366698 911.352366698 787.598191780 787.598191780 787.598191780
3442583040 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 884.115319066 914.050836488 917.243201144 957.902440733 923.073525322 864.006377368 860.799946471 899.186349747 899.186349747 775.104747718 775.104747718 781.046798962
3672088576 1179.526813653 725.492664062 725.492664062 454.034149591	738.751166915 884.115319066 784.678880697 855.567996684 837.469626636 800.280014889 744.886006081 802.253168200 837.183718176 837.183718176 761.885543098 761.885543098 761.885543098
1836044288 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 535.762551022 500.900863942 524.181202212 469.731618563 532.667449747 524.291532995 473.641382914 493.670406229 493.670406229 494.064627998 494.064627998 516.401695912
2065549824 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 535.758583192 500.714092316 517.634317666 469.544846937 532.667449747 517.790024312 467.139874231 487.168897546 487.168897546 481.016234769 481.016234769 505.351344760
2295055360 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 522.555604848 500.714092316 517.634317666 469.544846937 532.667449747 517.790024312 467.139874231 487.168897546 487.168897546 481.016234769 481.016234769 489.490014589
2524560896 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 522.507675114 493.128054185 516.371051650 431.587498679 532.667449747 511.243139766 460.592989685 472.700265534 472.700265534 480.090016604 480.090016604 486.071733729
2754066432 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 506.646344943 431.541911654 385.192037443 431.216907162 412.147656307 386.186738923 398.899872073 385.097927450 385.097927450 445.409553443 445.409553443 390.452217701
2983571968 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 506.646344943 431.541911654 385.192037443 431.216907162 412.147656307 386.186738923 398.899872073 385.097927450 385.097927450 445.409553443 445.409553443 390.452217701
3213077504 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 432.459098313 431.541911654 371.986671447 414.619764807 412.147656307 386.186738923 383.038541902 371.892561454 371.892561454 445.222781817 445.222781817 445.408223074
3442583040 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 395.098577267 390.058070152 371.986671447 397.707638980 380.847068549 386.186738923 376.495661005 371.892561454 371.892561454 342.598181871 342.598181871 352.077103446
3672088576 565.398693520 295.163186756 295.163186756 270.235506764	295.163198834 395.098577267 330.045235450 356.125341276 337.694804278 380.847068549 386.186738923 371.950846455 356.031231283 356.031231283 342.598181871 342.598181871 352.077103446
1836044288 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 958.664962985 946.988905774 906.581173580 875.342193005 914.809721918 846.998619965 869.458780827 875.784397823 875.784397823 850.167632074 850.167632074 878.865308615
2065549824 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 911.716756223 946.988905774 880.789977909 861.710549626 914.529549055 839.998020762 829.725989103 847.453560115 847.453560115 846.658814959 846.658814959 838.098796450
2295055360 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 911.514322847 913.294238680 879.133006266 839.940031785 914.327115679 839.998020762 791.663988554 848.144332865 848.144332865 802.187559269 802.187559269 789.729969946
2524560896 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 890.093389772 913.115161878 878.948260586 838.877038039 903.394360326 826.909424043 791.456260252 847.420077418 847.420077418 783.101559420 783.101559420 786.319197792
2754066432 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 794.399448682 730.168419771 777.628025147 782.607119252 819.821060276 762.161411860 747.466004139 810.080310002 810.080310002 730.380280055 730.380280055 730.206061564
2983571968 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 790.042489481 730.168419771 775.030397796 782.607119252 819.786902767 762.161411860 668.924594981 807.931131381 807.931131381 728.804177860 728.804177860 728.945390116
3213077504 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 728.609088107 698.710956305 748.309349612 765.481689374 813.387076202 721.292950189 659.982900449 776.386358827 776.386358827 689.759925482 689.759925482 692.259519021
3442583040 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 723.844220716 695.616609494 745.215002801 765.481689374 813.387076202 709.819402822 643.480385026 735.626411040 735.626411040 684.253058905 684.253058905 689.970628243
3672088576 1059.311270791 550.138129442 509.173141349 550.138129442	586.565743678 723.844220716 627.989505715 684.567508232 643.560948047 719.130229795 640.000068231 652.824505061 684.508651253 684.508651253 618.912998578 618.912998578 625.061984216
1836044288 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1239.267512660 1207.209973381 1188.658737848 1165.032672413 1204.571332704 1158.442210939 1188.658737848 1188.658737848 1188.658737848 1136.278389821 1136.278389821 1159.135028195
2065549824 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1222.703641959 1202.038705005 1158.397092106 1160.919541746 1202.773494872 1154.562358973 1172.401221399 1158.397092106 1158.397092106 1098.290125606 1098.290125606 1134.608722430
2295055360 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1191.492622213 1155.738104505 1153.868376955 1152.194989793 1196.689234969 1102.798122073 1157.338971811 1153.868376955 1153.868376955 1018.082946032 1018.082946032 1027.344298469
2524560896 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1152.092442647 1155.738104505 1149.318476211 1087.874992733 1191.192638294 1072.184794894 1141.270456347 1148.554393736 1148.554393736 972.749969777 972.749969777 989.567510586
2754066432 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1143.116895497 1023.564585954 1113.872432397 1033.874347500 1131.893603896 1024.668730076 1082.873637079 1113.872432397 1113.872432397 924.379243277 924.379243277 953.690251946
2983571968 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1084.441776891 1023.564585954 1108.375835722 1033.874347500 1128.611167681 1024.668730076 1082.873637079 1108.375835722 1108.375835722 928.083161345 928.083161345 933.477173676
3213077504 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1077.909365648 1023.564585954 1108.375835722 1024.668528963 1128.611167681 1024.668730076 1082.873637079 1104.451447930 1104.451447930 902.114181857 902.114181857 910.199809639
3442583040 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1054.855766136 1013.395037752 1100.135061441 1013.936201937 1111.647196323 1004.738397172 1072.704088877 1090.894569992 1090.894569992 848.787874872 848.787874872 875.637000922
3672088576 1327.018318246 826.786575173 826.786575173 500.231743073	826.786622606 1014.271023414 835.407914330 922.155142861 830.778875554 929.742889951 826.786823719 894.724170297 895.392412669 895.392412669 826.786622606 826.786622606 828.957111218
1836044288 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1434.332736703 1283.314401461 1270.107138454 1262.288356337 1292.879208604 1238.525186747 1227.625418782 1270.515678217 1270.515678217 1197.618288664 1197.618288664 1281.198068199
2065549824 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1390.629012971 1282.241093771 1240.535921853 1256.739756885 1292.879208604 1238.498232167 1218.123114382 1240.944461616 1240.944461616 1149.741861269 1149.741861269 1171.988432555
2295055360 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1289.942337073 1282.241093771 1240.535921853 1250.422329687 1285.237882020 1238.498232167 1218.123114382 1240.944461616 1240.944461616 1127.995685615 1127.995685615 1144.756425338
2524560896 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1272.789434444 1282.241093771 1216.597472810 1217.987008136 1283.921624458 1209.908406847 1200.524600322 1217.006012573 1217.006012573 1117.661468465 1117.661468465 1132.195367767
2754066432 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1141.914823444 1191.048109658 1186.022568953 1179.953389761 1221.090624442 1162.643381002 1143.403470312 1186.431108716 1186.431108716 1072.596115667 1072.596115667 1066.861335086
2983571968 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1082.454230364 1191.048109658 1186.022568953 1179.953389761 1221.090624442 1162.643381002 1143.403470312 1186.431108716 1186.431108716 1055.434283098 1055.434283098 1086.825372366
3213077504 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1055.353411904 1191.048109658 1186.022568953 1174.404801372 1220.261707865 1142.233214735 1143.403470312 1186.431108716 1186.431108716 1084.581891806 1084.581891806 1087.191384086
3442583040 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1042.812228011 1158.848123772 1155.905077697 1168.785412839 1215.323628349 1129.982976685 1138.040708275 1156.313617460 1156.313617460 1085.492718053 1085.492718053 1088.278578456
3672088576 1663.663406097 917.089828168 917.089828168 746.573577929	917.134876256 1020.966216346 1037.867620125 1035.489391493 1029.176580806 1094.907942145 1009.573537868 1017.625022071 1035.897931256 1035.897931256 986.210200974 986.210200974 990.517933068
1836044288 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1767.767525685 1663.251899210 1607.600829518 1626.212209903 1585.769112023 1544.541333257 1478.024941395 1577.286338465 1577.286338465 1492.609458451 1492.609458451 1560.489269842
2065549824 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1696.447733457 1663.251899210 1607.600829518 1626.212198955 1579.367875523 1529.123835265 1525.980545684 1535.170036694 1535.170036694 1428.938833181 1428.938833181 1520.577214631
2295055360 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1606.363157583 1663.251899210 1546.290209976 1625.205874210 1579.367875523 1529.123835265 1525.980545684 1535.170036694 1535.170036694 1400.156173092 1400.156173092 1432.608719984
2524560896 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1560.031249654 1663.251899210 1474.194388523 1553.825371771 1571.252249035 1508.718770549 1437.578672109 1504.266820381 1504.266820381 1423.857734714 1423.857734714 1505.142382614
2754066432 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1349.737414930 1557.238011981 1440.853566581 1517.393291864 1512.323620770 1423.171549182 1424.943490351 1424.943490351 1424.943490351 1302.540287423 1302.540287423 1406.455989828
2983571968 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1343.208197374 1557.238011981 1440.853566581 1517.393291864 1512.323620770 1423.171549182 1424.943490351 1424.943490351 1424.943490351 1278.452190597 1278.452190597 1349.642258181
3213077504 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1337.078594360 1557.238011981 1389.698794569 1481.063422815 1512.323620770 1403.653157426 1424.943490351 1448.176805225 1448.176805225 1292.183976151 1292.183976151 1382.210789390
3442583040 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1294.481703816 1522.519466168 1389.698794569 1481.063422815 1497.084113418 1403.653157426 1364.556567440 1448.176805225 1448.176805225 1254.954519995 1254.954519995 1386.794762664
3672088576 2202.646131550 1244.872455475 1244.872455475 957.773676075	1244.877386754 1289.035489472 1401.718039547 1329.284290859 1360.261996194 1376.282686797 1262.904417775 1304.142063730 1304.142063730 1304.142063730 1244.979892817 1244.979892817 1357.339723911
1836044288 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 1105.855301398 1088.750596111 1051.778320107 1046.516932903 1088.744928017 1046.517014421 1060.614070968 1050.917419177 1050.917419177 1030.468931752 1030.468931752 1078.785236840
2065549824 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 1067.432049261 1088.750596111 1051.778320107 1046.516921890 1088.744928017 1046.516921890 1030.468931752 1030.468931752 1030.468931752 1018.118020239 1018.118020239 1061.266786998
2295055360 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 1024.159201210 1088.750596111 988.495874052 1046.516921890 1088.744928017 1046.516921890 1029.551786929 1029.551786929 1029.551786929 957.476685479 957.476685479 982.605930007
2524560896 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 1018.080096351 1088.750596111 968.047386627 1029.557485125 1088.744928017 1029.557485125 1029.551786929 968.047386627 968.047386627 953.298706797 953.298706797 958.810996559
2754066432 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 923.395758951 992.823982860 968.047386627 991.423551725 1035.052019089 991.423551725 973.547618787 968.047386627 968.047386627 774.974763097 774.974763097 867.671075854
2983571968 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 911.084551021 992.823982860 968.047386627 991.423551725 1035.052019089 991.423551725 973.547618787 968.047386627 968.047386627 774.974763097 774.974763097 867.671075854
3213077504 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 911.084551021 992.823982860 968.047386627 991.423551725 1035.052019089 991.423551725 968.047386627 968.047386627 968.047386627 751.568815812 751.568815812 799.522985844
3442583040 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 911.084551021 974.242693470 968.047386627 968.742491412 1035.052019089 968.053084823 968.047386627 968.047386627 968.047386627 751.131917953 751.131917953 791.342997819
3672088576 1159.485949134 724.251966512 724.251966512 435.233982622	724.257634606 911.084551021 729.757866766 785.457180577 724.257664708 790.957412737 731.379749493 785.457180577 785.457180577 785.457180577 724.257634606 724.257634606 741.677536978
1836044288 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 1215.803172297 1169.559224377 1131.977645067 1141.618788303 1140.251053114 1083.858586592 1074.988566079 1131.107053594 1131.107053594 1124.640484593 1124.640484593 1150.060673553
2065549824 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 1194.492372796 1169.559224377 1128.119482303 1140.381066591 1136.392890350 1041.480175896 1037.167574831 1084.582733352 1084.582733352 1082.995413694 1082.995413694 1140.841375718
2295055360 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 1167.692079246 1125.669545463 1066.142333394 1140.381066591 1136.392890350 1041.480175896 1036.298679215 1023.476175916 1023.476175916 897.877498539 897.877498539 1056.700020589
2524560896 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 1137.141065940 1125.669545463 1038.338449790 1111.887648797 1136.392890350 1041.480175896 1036.298679215 1038.511354555 1038.511354555 913.686596419 913.686596419 1089.836430824
2754066432 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 1018.715881660 1080.446385894 1038.338449790 1095.804300507 1077.667281405 1020.235716409 1036.298679215 1007.960341249 1007.960341249 874.096489515 874.096489515 1034.159777637
2983571968 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 1017.133972052 1080.446385894 1038.338449790 1094.536053679 1077.667281405 1020.235716409 1036.298679215 1007.960341249 1007.960341249 865.698744878 865.698744878 1026.477345466
3213077504 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 978.270249952 1080.446385894 1013.702829598 1068.663088629 1077.667281405 1020.235716409 976.061017395 1013.875734363 1013.875734363 855.613844197 855.613844197 979.470279276
3442583040 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 943.015414213 1050.715258080 1013.702829598 1066.042635885 1070.221406142 1003.979463354 976.061017395 1013.875734363 1013.875734363 836.627850669 836.627850669 920.573915906
3672088576 1285.355181346 797.023031768 797.023031768 488.332149578	797.043417252 936.482351735 870.846769446 894.084821400 884.538773736 891.156608080 824.941477727 856.443009197 863.706712859 863.706712859 829.992781462 829.992781462 901.196840333
1836044288 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1939.552328543 1830.531941830 1827.014108622 1829.219719646 1762.963175291 1728.804799391 1654.121536578 1745.342710008 1745.342710008 1717.593261029 1717.593261029 1791.740366653
2065549824 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1785.646319834 1830.531941830 1750.733513679 1826.590971760 1756.982190643 1706.274079578 1694.493949267 1651.243210083 1651.243210083 1658.663149807 1658.663149807 1753.609369197
2295055360 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1778.970083510 1830.531941830 1749.619549896 1813.683659723 1756.982190643 1706.274079578 1694.493949267 1651.243210083 1651.243210083 1562.743179178 1562.743179178 1593.404960867
2524560896 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1755.458445658 1830.078954872 1732.139936718 1768.037916923 1742.305259434 1663.328112946 1658.302103422 1634.190775447 1634.190775447 1615.760915046 1615.760915046 1717.808242960
2754066432 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1567.122379796 1731.120715551 1633.181697397 1723.776978207 1693.463105297 1623.995154430 1563.458556433 1504.720517738 1504.720517738 1408.860266315 1408.860266315 1518.939053025
2983571968 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1567.122379796 1731.120715551 1633.181697397 1723.776978207 1693.463105297 1623.995154430 1563.458556433 1504.720517738 1504.720517738 1404.536111957 1404.536111957 1470.549891428
3213077504 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1518.992733133 1731.120715551 1633.181697397 1693.195220026 1693.463105297 1591.421078268 1553.564026776 1576.126692612 1576.126692612 1424.685635116 1424.685635116 1493.549734102
3442583040 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1467.523696952 1722.062101458 1613.064713701 1693.195220026 1693.463105297 1591.421078268 1553.564026776 1518.464560816 1518.464560816 1456.214089938 1456.214089938 1517.649686628
3672088576 2341.708684092 1257.296560530 1257.296560530 1084.412123562	1257.296573211 1408.296321113 1484.969334489 1435.253590459 1466.489266085 1456.424606216 1345.189579194 1316.525527695 1316.525527695 1316.525527695 1298.085760820 1298.085760820 1408.155166205
1836044288 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
2065549824 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
2295055360 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
2524560896 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
2754066432 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
2983571968 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
3213077504 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
3442583040 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
